candidate,description,comparison,mode,observable,observable_zh,paired_runs,topologies,networks_noise_min_event_support,positive_pairs,negative_pairs,zero_pairs,mean_paired_change,median_paired_change,minimum_paired_change,maximum_paired_change,interpretation
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,ALL,union_active_area_mm2_median,窗口内活动并集面积 (mm²),2,1,127,2,0,0,64.0,64.0,61.0,67.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,ALL,peak_active_area_mm2_median,峰值活动面积 (mm²),2,1,127,2,0,0,19.0,19.0,18.5,19.5,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,ALL,native_spatial_rms_mm_median,累计活动空间离散度 (mm),2,1,127,2,0,0,0.2404399727864588,0.2404399727864588,0.22597837158206602,0.25490157399085156,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,ALL,peak_largest_component_fraction_median,峰值最大连通域活动份额,2,1,127,0,2,0,-0.060020190087722414,-0.060020190087722414,-0.0629008063056633,-0.057139573869781524,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,SCL_upper_participation,SCL9/8 参与概率,2,1,22,0,2,0,-0.6204370304157708,-0.6204370304157708,-0.6470840480274442,-0.5937900128040974,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,ICL_contact_participation,ICL 平均参与概率,2,1,22,2,0,0,0.06875009608563593,0.06875009608563593,0.05243859853334876,0.0850615936379231,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,both_rods,两杆共同参与概率,2,1,22,0,0,2,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,participation_mae,通道参与概率误差,2,1,22,2,0,0,0.03973554763440171,0.03973554763440171,0.024051736361964338,0.05541935890683908,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,pair_order_probability_mae,成对顺序概率误差,2,1,22,0,2,0,-0.1353252815471474,-0.1353252815471474,-0.17725226657311852,-0.09339829652117632,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),2,1,22,0,2,0,-108.14351548260379,-108.14351548260379,-108.53420531650727,-107.75282564870031,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,local_width_ms_median,接触点局部宽度 (ms),2,1,22,0,0,2,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),2,1,22,0,2,0,-75.5,-75.5,-78.0,-73.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,B_minus_A_t10_ms_median,右−左核 t10 (ms),2,1,22,0,2,0,-0.995297758512379,-0.995297758512379,-1.0426104676080286,-0.9479850494167295,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,first_10pct_mass_core_share_median,早期10%活动的核内份额,2,1,22,1,1,0,0.00534400086694297,0.00534400086694297,-0.0015530525788833988,0.01224105431276934,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,peak_active_components_median,峰值并行连通域数,2,1,22,1,0,1,0.5,0.5,0.0,1.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,n,本类合格事件数,2,1,22,2,0,0,40.0,40.0,31.0,49.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,union_active_area_mm2_median,窗口内活动并集面积 (mm²),2,1,22,0,2,0,-31.25,-31.25,-32.5,-30.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,peak_active_area_mm2_median,峰值活动面积 (mm²),2,1,22,2,0,0,13.25,13.25,10.5,16.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,native_spatial_rms_mm_median,累计活动空间离散度 (mm),2,1,22,0,2,0,-0.6593372038289766,-0.6593372038289766,-0.8295907522435186,-0.48908365541443466,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TA,peak_largest_component_fraction_median,峰值最大连通域活动份额,2,1,22,1,1,0,-0.007886801723989811,-0.007886801723989811,-0.05861217156972831,0.04283856812174869,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,SCL_upper_participation,SCL9/8 参与概率,2,1,75,0,2,0,-0.12584415584415576,-0.12584415584415576,-0.12597402597402585,-0.12571428571428567,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,ICL_contact_participation,ICL 平均参与概率,2,1,75,2,0,0,0.033608815426997285,0.033608815426997285,0.03258559622195989,0.03463203463203468,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,both_rods,两杆共同参与概率,2,1,75,0,0,2,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,participation_mae,通道参与概率误差,2,1,75,2,0,0,0.015991920939687793,0.015991920939687793,0.015947802891027735,0.01603603898834785,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,pair_order_probability_mae,成对顺序概率误差,2,1,75,2,0,0,0.03482187529662459,0.03482187529662459,0.018454504587418097,0.05118924600583108,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),2,1,75,0,2,0,-1.1470351435082193,-1.1470351435082193,-1.3634317903979536,-0.9306384966184851,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,local_width_ms_median,接触点局部宽度 (ms),2,1,75,0,0,2,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),2,1,75,0,2,0,-9.0,-9.0,-10.0,-8.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,B_minus_A_t10_ms_median,右−左核 t10 (ms),2,1,75,1,1,0,-1.117758073420191,-1.117758073420191,-5.346956763012713,3.111440616172331,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,first_10pct_mass_core_share_median,早期10%活动的核内份额,2,1,75,2,0,0,0.012569867818236068,0.012569867818236068,0.004101003414818893,0.021038732221653242,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,peak_active_components_median,峰值并行连通域数,2,1,75,2,0,0,1.0,1.0,1.0,1.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,n,本类合格事件数,2,1,75,0,2,0,-29.0,-29.0,-30.0,-28.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,union_active_area_mm2_median,窗口内活动并集面积 (mm²),2,1,75,2,0,0,83.0,83.0,83.0,83.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,peak_active_area_mm2_median,峰值活动面积 (mm²),2,1,75,2,0,0,20.5,20.5,19.0,22.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,native_spatial_rms_mm_median,累计活动空间离散度 (mm),2,1,75,2,0,0,0.5211630458008543,0.5211630458008543,0.4979104488211501,0.5444156427805584,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25,左核上移3 mm｜圆形对照｜核→外 E→E 权重 × 1.25,up3__circle,TB,peak_largest_component_fraction_median,峰值最大连通域活动份额,2,1,75,0,2,0,-0.0638436788333368,-0.0638436788333368,-0.06521739130434778,-0.062469966362325824,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,SCL_upper_participation,SCL9/8 参与概率,6,3,90,4,2,0,0.019313777689509593,0.0280613631258943,-0.045243888309581815,0.067059891107078,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,ICL_contact_participation,ICL 平均参与概率,6,3,90,6,0,0,0.04445387194794801,0.04589655056066061,0.030519480519480502,0.05855818458558171,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,both_rods,两杆共同参与概率,6,3,90,0,5,1,-0.023647438910288126,-0.016374269005847986,-0.06349206349206349,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,participation_mae,通道参与概率误差,6,3,90,3,3,0,0.0016245203780420742,0.0022366693461015608,-0.02932268709203456,0.025771437443976752,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,pair_order_probability_mae,成对顺序概率误差,6,3,90,4,2,0,0.024675226667698558,0.06535697718482544,-0.11089591955685207,0.11291572840669606,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),6,3,90,2,4,0,-0.22959136857624193,-0.47161785160233194,-1.2100021064334214,1.0441272449834287,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,local_width_ms_median,接触点局部宽度 (ms),6,3,90,0,0,6,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),6,3,90,2,4,0,-3.1666666666666665,-4.5,-8.0,2.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,B_minus_A_t10_ms_median,右−左核 t10 (ms),6,3,90,0,6,0,-18.018050202141882,-20.43050936500697,-33.58389810648805,-0.46695620063019305,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,first_10pct_mass_core_share_median,早期10%活动的核内份额,6,3,90,4,2,0,0.005246815420471604,0.0005035380083533852,-0.016758237298163337,0.029518694817177782,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,peak_active_components_median,峰值并行连通域数,6,3,90,0,0,6,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,n,本类合格事件数,6,3,90,1,5,0,-11.0,-11.0,-28.0,6.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,union_active_area_mm2_median,窗口内活动并集面积 (mm²),6,3,90,0,6,0,-9.5,-7.0,-23.5,-2.5,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,peak_active_area_mm2_median,峰值活动面积 (mm²),6,3,90,2,3,1,-1.8333333333333333,-1.25,-5.5,1.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,native_spatial_rms_mm_median,累计活动空间离散度 (mm),6,3,90,1,5,0,-0.037911936955383606,-0.0427719563875093,-0.08333538272054941,0.02336986075185621,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,ALL,peak_largest_component_fraction_median,峰值最大连通域活动份额,6,3,90,0,0,6,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,SCL_upper_participation,SCL9/8 参与概率,6,3,3,2,4,0,-0.17548557787528377,-0.2666666666666667,-0.48076923076923084,0.21895424836601307,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,ICL_contact_participation,ICL 平均参与概率,6,3,3,5,1,0,0.05636175012846142,0.07296765734265737,-0.09848484848484851,0.1636363636363637,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,both_rods,两杆共同参与概率,6,3,3,1,4,1,-0.28052151416122006,-0.3666666666666667,-0.5020833333333333,0.05228758169934644,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,participation_mae,通道参与概率误差,6,3,3,0,6,0,-0.07480038224993844,-0.043568173186479334,-0.19011166301351956,-0.011020528401842533,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,pair_order_probability_mae,成对顺序概率误差,6,3,3,2,4,0,-0.07698356349095976,-0.08422093212841535,-0.1871166097254023,0.02936975681717019,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),6,3,3,0,6,0,-53.96133835315292,-30.374361120897674,-128.5901843194988,-15.000288428303065,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,local_width_ms_median,接触点局部宽度 (ms),6,3,3,3,0,3,1.0,1.0,0.0,2.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),6,3,3,2,4,0,-34.5,-50.0,-64.0,8.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,B_minus_A_t10_ms_median,右−左核 t10 (ms),6,3,3,4,2,0,10.237984205150042,17.218101891392507,-12.961442355020154,25.419361725569615,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,first_10pct_mass_core_share_median,早期10%活动的核内份额,6,3,3,4,2,0,-0.011232464731935841,0.010265006063423954,-0.07631107554172062,0.02261885004051188,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,peak_active_components_median,峰值并行连通域数,6,3,3,0,2,4,-0.3333333333333333,0.0,-1.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,n,本类合格事件数,6,3,3,2,4,0,-5.333333333333333,-12.5,-17.0,19.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,union_active_area_mm2_median,窗口内活动并集面积 (mm²),6,3,3,3,3,0,-31.166666666666668,-44.25,-115.5,58.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,peak_active_area_mm2_median,峰值活动面积 (mm²),6,3,3,3,3,0,1.5833333333333333,0.0,-26.0,29.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,native_spatial_rms_mm_median,累计活动空间离散度 (mm),6,3,3,2,4,0,-0.33967971953648163,-0.3654903943148984,-0.9193052187806776,0.24583586711780558,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TA,peak_largest_component_fraction_median,峰值最大连通域活动份额,6,3,3,2,0,4,0.03910815687936146,0.0,0.0,0.15067769220004745,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TB,SCL_upper_participation,SCL9/8 参与概率,6,3,85,6,0,0,0.03630369025277036,0.035791887976822756,0.018018018018018056,0.0625,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TB,ICL_contact_participation,ICL 平均参与概率,6,3,85,6,0,0,0.040977215652344356,0.03805189487007682,0.019633307868602068,0.06313420906310807,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TB,both_rods,两杆共同参与概率,6,3,85,1,0,5,0.0014619883040935717,0.0,0.0,0.00877192982456143,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TB,participation_mae,通道参与概率误差,6,3,85,6,0,0,0.036713600150450866,0.03619587394838622,0.032416052416052415,0.04150528956301447,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TB,pair_order_probability_mae,成对顺序概率误差,6,3,85,6,0,0,0.03500415673603746,0.03813868350065841,0.01854129110727548,0.05608635582494931,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TB,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),6,3,85,2,4,0,-0.1808602888995665,-0.28070815967657836,-0.7499802769998496,0.5244695160909032,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TB,local_width_ms_median,接触点局部宽度 (ms),6,3,85,0,0,6,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TB,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),6,3,85,1,3,2,-1.3333333333333333,-1.0,-4.0,2.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TB,B_minus_A_t10_ms_median,右−左核 t10 (ms),6,3,85,0,6,0,-2.89008286831366,-1.9454883269750098,-8.311973624957545,-0.3827953833133506,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TB,first_10pct_mass_core_share_median,早期10%活动的核内份额,6,3,85,3,3,0,0.0010140031876005341,-0.002159466527331018,-0.006910907434470592,0.013793337894400293,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TB,peak_active_components_median,峰值并行连通域数,6,3,85,0,0,6,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TB,n,本类合格事件数,6,3,85,1,5,0,-5.666666666666667,-6.5,-13.0,6.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__out_perp20,左核上移3 mm｜左核输出横向范围 ×2,up3__out_reference,TB,union_active_area_mm2_median,窗口内活动并集面积 (mm²),6,3,85,0,6,0,-6.0,-3.75,-21.0,-0.5,descriptive paired effects; events not independent network replicates; direction consistency is not significance
