subject,seizure_idx,window_start_sec,window_end_sec,window_center_sec,phase,best_template,A_signed_corr,A_abs_corr,A_mirror_choice,B_signed_corr,B_abs_corr,B_mirror_choice,maxAB_abs_corr,maxAB_signed_corr
epilepsiae_1146,0,-50.0,-40.0,-45.0,pre,A,-0.5832881194715281,0.5832881194715281,identity,0.5554489125136771,0.5554489125136771,mirror,0.5832881194715281,-0.5832881194715281
epilepsiae_1146,0,-48.0,-38.0,-43.0,pre,A,-0.7554124862702157,0.7554124862702157,identity,0.6682811496867677,0.6682811496867677,mirror,0.7554124862702157,-0.7554124862702157
epilepsiae_1146,0,-46.0,-36.0,-41.0,pre,A,-0.6801019743722105,0.6801019743722105,identity,0.49621666129916553,0.49621666129916553,mirror,0.6801019743722105,-0.6801019743722105
epilepsiae_1146,0,-44.0,-34.0,-39.0,pre,A,-0.34855684576382095,0.34855684576382095,identity,0.32011778489193654,0.32011778489193654,mirror,0.34855684576382095,-0.34855684576382095
epilepsiae_1146,0,-42.0,-32.0,-37.0,pre,B,0.07137310768200766,0.07137310768200766,mirror,-0.3099692130148887,0.3099692130148887,identity,0.3099692130148887,-0.3099692130148887
epilepsiae_1146,0,-40.0,-30.0,-35.0,pre,B,0.05725520010110738,0.05725520010110738,identity,-0.13448041137170993,0.13448041137170993,identity,0.13448041137170993,-0.13448041137170993
epilepsiae_1146,0,-38.0,-28.0,-33.0,pre,B,-0.3174752094879218,0.3174752094879218,mirror,0.48298612815886405,0.48298612815886405,mirror,0.48298612815886405,0.48298612815886405
epilepsiae_1146,0,-36.0,-26.0,-31.0,pre,A,0.18231855031734537,0.18231855031734537,identity,0.15622731877152315,0.15622731877152315,identity,0.18231855031734537,0.18231855031734537
epilepsiae_1146,0,-34.0,-24.0,-29.0,pre,B,-0.40222805675675094,0.40222805675675094,mirror,0.5319820861595764,0.5319820861595764,mirror,0.5319820861595764,0.5319820861595764
epilepsiae_1146,0,-32.0,-22.0,-27.0,pre,B,-0.3670720525556906,0.3670720525556906,mirror,0.5672412249802861,0.5672412249802861,identity,0.5672412249802861,0.5672412249802861
epilepsiae_1146,0,-30.0,-20.0,-25.0,pre,B,-0.2842598313250865,0.2842598313250865,mirror,0.44938139209541506,0.44938139209541506,mirror,0.44938139209541506,0.44938139209541506
epilepsiae_1146,0,-28.0,-18.0,-23.0,pre,B,-0.3430269225710402,0.3430269225710402,mirror,0.5511593755982366,0.5511593755982366,identity,0.5511593755982366,0.5511593755982366
epilepsiae_1146,0,-26.0,-16.0,-21.0,pre,A,0.19890914067694823,0.19890914067694823,identity,0.05675150310473936,0.05675150310473936,identity,0.19890914067694823,0.19890914067694823
epilepsiae_1146,0,-24.0,-14.0,-19.0,pre,B,-0.31634966220247956,0.31634966220247956,mirror,0.46690946583096554,0.46690946583096554,mirror,0.46690946583096554,0.46690946583096554
epilepsiae_1146,0,-22.0,-12.0,-17.0,pre,B,0.03797482121729013,0.03797482121729013,mirror,-0.3223250089235055,0.3223250089235055,identity,0.3223250089235055,-0.3223250089235055
epilepsiae_1146,0,-20.0,-10.0,-15.0,pre,B,-0.16547835496258761,0.16547835496258761,identity,-0.3413130231576377,0.3413130231576377,identity,0.3413130231576377,-0.3413130231576377
epilepsiae_1146,0,-18.0,-8.0,-13.0,pre,B,-0.04229182138503968,0.04229182138503968,identity,-0.3044922560652951,0.3044922560652951,identity,0.3044922560652951,-0.3044922560652951
epilepsiae_1146,0,-16.0,-6.0,-11.0,pre,B,0.22346145152714922,0.22346145152714922,mirror,-0.4642492112216673,0.4642492112216673,identity,0.4642492112216673,-0.4642492112216673
epilepsiae_1146,0,-14.0,-4.0,-9.0,pre,B,0.7132232984720308,0.7132232984720308,mirror,-0.7482028971094844,0.7482028971094844,mirror,0.7482028971094844,-0.7482028971094844
epilepsiae_1146,0,-12.0,-2.0,-7.0,pre,A,0.8631499900790517,0.8631499900790517,identity,-0.8025722427272601,0.8025722427272601,mirror,0.8631499900790517,0.8631499900790517
epilepsiae_1146,0,-10.0,0.0,-5.0,pre,A,0.44346484434728745,0.44346484434728745,identity,-0.28714376788272944,0.28714376788272944,mirror,0.44346484434728745,0.44346484434728745
epilepsiae_1146,0,-8.0,2.0,-3.0,ictal,A,0.27531607025521987,0.27531607025521987,identity,0.15779227701407403,0.15779227701407403,identity,0.27531607025521987,0.27531607025521987
epilepsiae_1146,0,-6.0,4.0,-1.0,ictal,B,-0.12112072977255485,0.12112072977255485,mirror,0.4624918651207106,0.4624918651207106,identity,0.4624918651207106,0.4624918651207106
epilepsiae_1146,0,-4.0,6.0,1.0,ictal,B,-0.3434591772957333,0.3434591772957333,mirror,0.6036579387464239,0.6036579387464239,identity,0.6036579387464239,0.6036579387464239
epilepsiae_1146,0,-2.0,8.0,3.0,ictal,B,-0.4760400882290272,0.4760400882290272,mirror,0.7140148458520705,0.7140148458520705,identity,0.7140148458520705,0.7140148458520705
epilepsiae_1146,0,0.0,10.0,5.0,ictal,B,-0.5265239458951433,0.5265239458951433,mirror,0.7234035794565602,0.7234035794565602,identity,0.7234035794565602,0.7234035794565602
epilepsiae_1146,0,2.0,12.0,7.0,ictal,B,-0.3766318416243783,0.3766318416243783,mirror,0.6215182648958568,0.6215182648958568,identity,0.6215182648958568,0.6215182648958568
epilepsiae_1146,0,4.0,14.0,9.0,ictal,B,-0.02254133939036269,0.02254133939036269,mirror,0.24172082013945306,0.24172082013945306,identity,0.24172082013945306,0.24172082013945306
epilepsiae_1146,0,6.0,16.0,11.0,ictal,B,0.40379638401993634,0.40379638401993634,mirror,-0.5217658004657548,0.5217658004657548,mirror,0.5217658004657548,-0.5217658004657548
epilepsiae_1146,0,8.0,18.0,13.0,ictal,B,0.710368916240021,0.710368916240021,mirror,-0.7472481786726735,0.7472481786726735,mirror,0.7472481786726735,-0.7472481786726735
epilepsiae_1146,0,10.0,20.0,15.0,ictal,B,0.7800459555006249,0.7800459555006249,mirror,-0.7803506797266355,0.7803506797266355,mirror,0.7803506797266355,-0.7803506797266355
epilepsiae_1146,1,-120.0,-110.0,-115.0,pre,A,-0.3786914432630617,0.3786914432630617,mirror,0.34392692179705303,0.34392692179705303,mirror,0.3786914432630617,-0.3786914432630617
epilepsiae_1146,1,-118.0,-108.0,-113.0,pre,A,-0.5067610130261215,0.5067610130261215,mirror,0.4076975731622418,0.4076975731622418,mirror,0.5067610130261215,-0.5067610130261215
epilepsiae_1146,1,-116.0,-106.0,-111.0,pre,A,-0.902410356838479,0.902410356838479,mirror,0.7159385055523776,0.7159385055523776,mirror,0.902410356838479,-0.902410356838479
epilepsiae_1146,1,-114.0,-104.0,-109.0,pre,A,-0.9135526059467506,0.9135526059467506,mirror,0.71622394235041,0.71622394235041,mirror,0.9135526059467506,-0.9135526059467506
epilepsiae_1146,1,-112.0,-102.0,-107.0,pre,A,-0.9181855893923562,0.9181855893923562,mirror,0.7186554605326885,0.7186554605326885,mirror,0.9181855893923562,-0.9181855893923562
epilepsiae_1146,1,-110.0,-100.0,-105.0,pre,A,-0.9156354139619483,0.9156354139619483,mirror,0.7427449828077813,0.7427449828077813,identity,0.9156354139619483,-0.9156354139619483
epilepsiae_1146,1,-108.0,-98.0,-103.0,pre,A,-0.8512451916486139,0.8512451916486139,mirror,0.8224520537323015,0.8224520537323015,identity,0.8512451916486139,-0.8512451916486139
epilepsiae_1146,1,-106.0,-96.0,-101.0,pre,B,-0.7674737364519616,0.7674737364519616,mirror,0.8322431529662359,0.8322431529662359,identity,0.8322431529662359,0.8322431529662359
epilepsiae_1146,1,-104.0,-94.0,-99.0,pre,A,0.24122706916953493,0.24122706916953493,identity,0.16886161428089258,0.16886161428089258,identity,0.24122706916953493,0.24122706916953493
epilepsiae_1146,1,-102.0,-92.0,-97.0,pre,A,0.7285136561359055,0.7285136561359055,mirror,-0.5429423373129416,0.5429423373129416,mirror,0.7285136561359055,0.7285136561359055
epilepsiae_1146,1,-100.0,-90.0,-95.0,pre,B,0.595145792462665,0.595145792462665,mirror,-0.6754355452736086,0.6754355452736086,mirror,0.6754355452736086,-0.6754355452736086
epilepsiae_1146,1,-98.0,-88.0,-93.0,pre,B,0.36629747584178884,0.36629747584178884,mirror,-0.6684945306378722,0.6684945306378722,identity,0.6684945306378722,-0.6684945306378722
epilepsiae_1146,1,-96.0,-86.0,-91.0,pre,B,0.1893088771313459,0.1893088771313459,mirror,-0.5750638362425218,0.5750638362425218,identity,0.5750638362425218,-0.5750638362425218
epilepsiae_1146,1,-94.0,-84.0,-89.0,pre,B,-0.12151559614173336,0.12151559614173336,identity,-0.42343707221316984,0.42343707221316984,identity,0.42343707221316984,-0.42343707221316984
epilepsiae_1146,1,-92.0,-82.0,-87.0,pre,A,-0.4393500345715392,0.4393500345715392,identity,0.20706932740765785,0.20706932740765785,mirror,0.4393500345715392,-0.4393500345715392
epilepsiae_1146,1,-90.0,-80.0,-85.0,pre,B,-0.7289433747674356,0.7289433747674356,mirror,0.7928659954462334,0.7928659954462334,identity,0.7928659954462334,0.7928659954462334
epilepsiae_1146,1,-88.0,-78.0,-83.0,pre,B,-0.7726522525451849,0.7726522525451849,mirror,0.9193875539586341,0.9193875539586341,identity,0.9193875539586341,0.9193875539586341
epilepsiae_1146,1,-86.0,-76.0,-81.0,pre,B,-0.747594008955946,0.747594008955946,mirror,0.8993607732865333,0.8993607732865333,identity,0.8993607732865333,0.8993607732865333
epilepsiae_1146,1,-84.0,-74.0,-79.0,pre,B,-0.3761632227509445,0.3761632227509445,mirror,0.6481216754612634,0.6481216754612634,identity,0.6481216754612634,0.6481216754612634
epilepsiae_1146,1,-82.0,-72.0,-77.0,pre,B,-0.13265406259985868,0.13265406259985868,mirror,0.4810683870509838,0.4810683870509838,identity,0.4810683870509838,0.4810683870509838
epilepsiae_1146,1,-80.0,-70.0,-75.0,pre,A,0.34175423938746946,0.34175423938746946,identity,-0.3373470698174187,0.3373470698174187,mirror,0.34175423938746946,0.34175423938746946
epilepsiae_1146,1,-78.0,-68.0,-73.0,pre,A,0.7307554714473976,0.7307554714473976,mirror,-0.6549060015350673,0.6549060015350673,mirror,0.7307554714473976,0.7307554714473976
epilepsiae_1146,1,-76.0,-66.0,-71.0,pre,B,0.8164433693712668,0.8164433693712668,mirror,-0.8289552854165495,0.8289552854165495,mirror,0.8289552854165495,-0.8289552854165495
epilepsiae_1146,1,-74.0,-64.0,-69.0,pre,A,0.4494058856579885,0.4494058856579885,mirror,-0.425333329867766,0.425333329867766,mirror,0.4494058856579885,0.4494058856579885
epilepsiae_1146,1,-72.0,-62.0,-67.0,pre,A,0.3831379283145193,0.3831379283145193,mirror,-0.37771233378851754,0.37771233378851754,identity,0.3831379283145193,0.3831379283145193
epilepsiae_1146,1,-70.0,-60.0,-65.0,pre,B,0.33189239633503187,0.33189239633503187,mirror,-0.4869807315069095,0.4869807315069095,identity,0.4869807315069095,-0.4869807315069095
epilepsiae_1146,1,-68.0,-58.0,-63.0,pre,A,-0.6862303529158176,0.6862303529158176,mirror,0.5770464949018052,0.5770464949018052,mirror,0.6862303529158176,-0.6862303529158176
epilepsiae_1146,1,-66.0,-56.0,-61.0,pre,A,-0.8058148372440065,0.8058148372440065,identity,0.6430314738096771,0.6430314738096771,identity,0.8058148372440065,-0.8058148372440065
epilepsiae_1146,1,-64.0,-54.0,-59.0,pre,B,-0.5382793220060572,0.5382793220060572,identity,0.5476012279858211,0.5476012279858211,identity,0.5476012279858211,0.5476012279858211
epilepsiae_1146,1,-62.0,-52.0,-57.0,pre,B,-0.47487318593979794,0.47487318593979794,mirror,0.5719022836971556,0.5719022836971556,identity,0.5719022836971556,0.5719022836971556
epilepsiae_1146,1,-60.0,-50.0,-55.0,pre,B,-0.2956031393017359,0.2956031393017359,mirror,0.4730612742813245,0.4730612742813245,identity,0.4730612742813245,0.4730612742813245
epilepsiae_1146,1,-58.0,-48.0,-53.0,pre,B,0.3304299685692848,0.3304299685692848,identity,-0.4208127842869061,0.4208127842869061,mirror,0.4208127842869061,-0.4208127842869061
epilepsiae_1146,1,-56.0,-46.0,-51.0,pre,B,-0.22994930880166903,0.22994930880166903,mirror,0.2957700092482917,0.2957700092482917,identity,0.2957700092482917,0.2957700092482917
epilepsiae_1146,1,-54.0,-44.0,-49.0,pre,A,-0.7274478122612158,0.7274478122612158,mirror,0.6617355604424587,0.6617355604424587,identity,0.7274478122612158,-0.7274478122612158
epilepsiae_1146,1,-52.0,-42.0,-47.0,pre,A,-0.8136105963568432,0.8136105963568432,mirror,0.754990852697461,0.754990852697461,identity,0.8136105963568432,-0.8136105963568432
epilepsiae_1146,1,-50.0,-40.0,-45.0,pre,B,-0.8393585508932524,0.8393585508932524,mirror,0.8814277680544615,0.8814277680544615,identity,0.8814277680544615,0.8814277680544615
epilepsiae_1146,1,-48.0,-38.0,-43.0,pre,A,-0.8920950295411468,0.8920950295411468,mirror,0.8631525693081699,0.8631525693081699,identity,0.8920950295411468,-0.8920950295411468
epilepsiae_1146,1,-46.0,-36.0,-41.0,pre,A,-0.8199042577818245,0.8199042577818245,mirror,0.7909979117246443,0.7909979117246443,identity,0.8199042577818245,-0.8199042577818245
epilepsiae_1146,1,-44.0,-34.0,-39.0,pre,B,-0.7299092696570572,0.7299092696570572,mirror,0.7916417872294361,0.7916417872294361,identity,0.7916417872294361,0.7916417872294361
epilepsiae_1146,1,-42.0,-32.0,-37.0,pre,B,-0.6788296163052391,0.6788296163052391,mirror,0.7732825683797182,0.7732825683797182,identity,0.7732825683797182,0.7732825683797182
epilepsiae_1146,1,-40.0,-30.0,-35.0,pre,A,-0.2636468674645715,0.2636468674645715,mirror,0.21869699457903968,0.21869699457903968,identity,0.2636468674645715,-0.2636468674645715
epilepsiae_1146,1,-38.0,-28.0,-33.0,pre,B,0.13045097707219513,0.13045097707219513,mirror,-0.15970321659669962,0.15970321659669962,identity,0.15970321659669962,-0.15970321659669962
epilepsiae_1146,1,-36.0,-26.0,-31.0,pre,A,0.3613370201393743,0.3613370201393743,mirror,-0.3251260527538909,0.3251260527538909,identity,0.3613370201393743,0.3613370201393743
epilepsiae_1146,1,-34.0,-24.0,-29.0,pre,B,0.3943214110223336,0.3943214110223336,mirror,-0.4957257469864863,0.4957257469864863,identity,0.4957257469864863,-0.4957257469864863
epilepsiae_1146,1,-32.0,-22.0,-27.0,pre,B,0.3140663773634193,0.3140663773634193,mirror,-0.4220292337484702,0.4220292337484702,mirror,0.4220292337484702,-0.4220292337484702
epilepsiae_1146,1,-30.0,-20.0,-25.0,pre,B,0.19601874490763793,0.19601874490763793,mirror,-0.35418441670945194,0.35418441670945194,mirror,0.35418441670945194,-0.35418441670945194
epilepsiae_1146,1,-28.0,-18.0,-23.0,pre,B,-0.16018255367992254,0.16018255367992254,identity,-0.16019690073552975,0.16019690073552975,mirror,0.16019690073552975,-0.16019690073552975
epilepsiae_1146,1,-26.0,-16.0,-21.0,pre,A,-0.2485744772962723,0.2485744772962723,identity,-0.1225709452173384,0.1225709452173384,identity,0.2485744772962723,-0.2485744772962723
epilepsiae_1146,1,-24.0,-14.0,-19.0,pre,A,-0.5116148259496296,0.5116148259496296,identity,0.2686447466882551,0.2686447466882551,mirror,0.5116148259496296,-0.5116148259496296
epilepsiae_1146,1,-22.0,-12.0,-17.0,pre,A,-0.29761240996150656,0.29761240996150656,identity,-0.13628353117793607,0.13628353117793607,identity,0.29761240996150656,-0.29761240996150656
epilepsiae_1146,1,-20.0,-10.0,-15.0,pre,B,0.07402510433966152,0.07402510433966152,mirror,-0.33915097803352395,0.33915097803352395,identity,0.33915097803352395,-0.33915097803352395
epilepsiae_1146,1,-18.0,-8.0,-13.0,pre,A,0.719786259576602,0.719786259576602,mirror,-0.6731118429708893,0.6731118429708893,mirror,0.719786259576602,0.719786259576602
epilepsiae_1146,1,-16.0,-6.0,-11.0,pre,B,-0.24765475432829936,0.24765475432829936,mirror,0.39078037319361353,0.39078037319361353,identity,0.39078037319361353,0.39078037319361353
epilepsiae_1146,1,-14.0,-4.0,-9.0,pre,B,-0.13405468179767427,0.13405468179767427,mirror,0.41872879331417456,0.41872879331417456,identity,0.41872879331417456,0.41872879331417456
epilepsiae_1146,1,-12.0,-2.0,-7.0,pre,B,-0.5271718532717165,0.5271718532717165,mirror,0.7190658419001775,0.7190658419001775,identity,0.7190658419001775,0.7190658419001775
epilepsiae_1146,1,-10.0,0.0,-5.0,pre,B,-0.777710169720789,0.777710169720789,mirror,0.849202905065866,0.849202905065866,identity,0.849202905065866,0.849202905065866
epilepsiae_1146,1,-8.0,2.0,-3.0,ictal,B,-0.8387532945025248,0.8387532945025248,mirror,0.8760143712955473,0.8760143712955473,identity,0.8760143712955473,0.8760143712955473
epilepsiae_1146,1,-6.0,4.0,-1.0,ictal,B,-0.7670500799056453,0.7670500799056453,mirror,0.7892086666299202,0.7892086666299202,identity,0.7892086666299202,0.7892086666299202
epilepsiae_1146,1,-4.0,6.0,1.0,ictal,A,-0.7933899397987197,0.7933899397987197,mirror,0.7240298737317887,0.7240298737317887,identity,0.7933899397987197,-0.7933899397987197
epilepsiae_1146,1,-2.0,8.0,3.0,ictal,A,-0.7633212030571896,0.7633212030571896,mirror,0.6377977548230572,0.6377977548230572,identity,0.7633212030571896,-0.7633212030571896
epilepsiae_1146,1,0.0,10.0,5.0,ictal,A,-0.8131750806933891,0.8131750806933891,mirror,0.671544514209537,0.671544514209537,mirror,0.8131750806933891,-0.8131750806933891
epilepsiae_1146,1,2.0,12.0,7.0,ictal,A,-0.7969242733541574,0.7969242733541574,mirror,0.6236293091840399,0.6236293091840399,mirror,0.7969242733541574,-0.7969242733541574
epilepsiae_1146,1,4.0,14.0,9.0,ictal,A,-0.8657410450897475,0.8657410450897475,mirror,0.7106709982254049,0.7106709982254049,mirror,0.8657410450897475,-0.8657410450897475
epilepsiae_1146,1,6.0,16.0,11.0,ictal,A,-0.8788928112523725,0.8788928112523725,mirror,0.7368886133795264,0.7368886133795264,mirror,0.8788928112523725,-0.8788928112523725
epilepsiae_1146,1,8.0,18.0,13.0,ictal,A,-0.8996727353954721,0.8996727353954721,mirror,0.7662911845008906,0.7662911845008906,mirror,0.8996727353954721,-0.8996727353954721
epilepsiae_1146,1,10.0,20.0,15.0,ictal,A,-0.8867626316083387,0.8867626316083387,mirror,0.7633465025803531,0.7633465025803531,mirror,0.8867626316083387,-0.8867626316083387
epilepsiae_1146,2,-120.0,-110.0,-115.0,pre,A,-0.7109644991525836,0.7109644991525836,mirror,0.5955342799087168,0.5955342799087168,mirror,0.7109644991525836,-0.7109644991525836
epilepsiae_1146,2,-118.0,-108.0,-113.0,pre,B,-0.15898038247187873,0.15898038247187873,identity,-0.2666802018556389,0.2666802018556389,identity,0.2666802018556389,-0.2666802018556389
epilepsiae_1146,2,-116.0,-106.0,-111.0,pre,B,0.252698594351338,0.252698594351338,mirror,-0.5260646991057389,0.5260646991057389,identity,0.5260646991057389,-0.5260646991057389
epilepsiae_1146,2,-114.0,-104.0,-109.0,pre,B,0.3374543459609781,0.3374543459609781,mirror,-0.5596830218519037,0.5596830218519037,identity,0.5596830218519037,-0.5596830218519037
epilepsiae_1146,2,-112.0,-102.0,-107.0,pre,B,0.25607572272966533,0.25607572272966533,mirror,-0.5176564174590057,0.5176564174590057,identity,0.5176564174590057,-0.5176564174590057
epilepsiae_1146,2,-110.0,-100.0,-105.0,pre,B,0.07668156747493726,0.07668156747493726,mirror,-0.4333421651979518,0.4333421651979518,identity,0.4333421651979518,-0.4333421651979518
epilepsiae_1146,2,-108.0,-98.0,-103.0,pre,B,-0.46829756207567574,0.46829756207567574,mirror,0.486460130014961,0.486460130014961,mirror,0.486460130014961,0.486460130014961
epilepsiae_1146,2,-106.0,-96.0,-101.0,pre,A,-0.8276193750520564,0.8276193750520564,mirror,0.7537683186950049,0.7537683186950049,mirror,0.8276193750520564,-0.8276193750520564
epilepsiae_1146,2,-104.0,-94.0,-99.0,pre,A,-0.8797877242546971,0.8797877242546971,mirror,0.745568269383179,0.745568269383179,mirror,0.8797877242546971,-0.8797877242546971
epilepsiae_1146,2,-102.0,-92.0,-97.0,pre,A,-0.9305183382279449,0.9305183382279449,mirror,0.734909273472123,0.734909273472123,mirror,0.9305183382279449,-0.9305183382279449
epilepsiae_1146,2,-100.0,-90.0,-95.0,pre,A,-0.905095316400032,0.905095316400032,mirror,0.732447661628047,0.732447661628047,identity,0.905095316400032,-0.905095316400032
epilepsiae_1146,2,-98.0,-88.0,-93.0,pre,A,-0.7819493088274323,0.7819493088274323,mirror,0.6458114401303816,0.6458114401303816,identity,0.7819493088274323,-0.7819493088274323
epilepsiae_1146,2,-96.0,-86.0,-91.0,pre,A,-0.642939975050513,0.642939975050513,mirror,0.5959760721463746,0.5959760721463746,identity,0.642939975050513,-0.642939975050513
epilepsiae_1146,2,-94.0,-84.0,-89.0,pre,B,-0.6186012673276405,0.6186012673276405,mirror,0.6288627727831957,0.6288627727831957,identity,0.6288627727831957,0.6288627727831957
