candidate,description,comparison,mode,observable,observable_zh,paired_runs,topologies,networks_noise_min_event_support,positive_pairs,negative_pairs,zero_pairs,mean_paired_change,median_paired_change,minimum_paired_change,maximum_paired_change,interpretation
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,ALL,peak_active_components_median,峰值并行连通域数,2,1,156,0,0,2,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,ALL,n,本类合格事件数,2,1,156,2,0,0,10.5,10.5,9.0,12.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,ALL,union_active_area_mm2_median,窗口内活动并集面积 (mm²),2,1,156,2,0,0,2.5,2.5,2.0,3.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,ALL,peak_active_area_mm2_median,峰值活动面积 (mm²),2,1,156,2,0,0,1.0,1.0,1.0,1.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,ALL,native_spatial_rms_mm_median,累计活动空间离散度 (mm),2,1,156,2,0,0,0.006013053382670552,0.006013053382670552,0.004229254680049976,0.007796852085291128,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,ALL,peak_largest_component_fraction_median,峰值最大连通域活动份额,2,1,156,2,0,0,0.014242193493987698,0.014242193493987698,0.010538063909774409,0.017946323078200987,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,SCL_upper_participation,SCL9/8 参与概率,2,1,31,2,0,0,0.16492534064690262,0.16492534064690262,0.136302294197031,0.19354838709677424,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,ICL_contact_participation,ICL 平均参与概率,2,1,31,2,0,0,0.009497872092408155,0.009497872092408155,0.008465218991534629,0.010530525193281681,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,both_rods,两杆共同参与概率,2,1,31,0,0,2,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,participation_mae,通道参与概率误差,2,1,31,2,0,0,0.014284471086217457,0.014284471086217457,0.012296259335696696,0.016272682836738217,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,pair_order_probability_mae,成对顺序概率误差,2,1,31,2,0,0,0.005524746035255532,0.005524746035255532,0.004559920242420495,0.006489571828090568,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),2,1,31,0,2,0,-8.541309527839303,-8.541309527839303,-9.14357668232924,-7.939042373349366,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,local_width_ms_median,接触点局部宽度 (ms),2,1,31,0,0,2,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),2,1,31,2,0,0,9.0,9.0,8.0,10.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,B_minus_A_t10_ms_median,右−左核 t10 (ms),2,1,31,2,0,0,2.9857969024590147,2.9857969024590147,2.9031769406642525,3.068416864253777,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,first_10pct_mass_core_share_median,早期10%活动的核内份额,2,1,31,2,0,0,0.022258750996148893,0.022258750996148893,0.020948229792293938,0.02356927220000385,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,peak_active_components_median,峰值并行连通域数,2,1,31,0,0,2,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,n,本类合格事件数,2,1,31,2,0,0,15.5,15.5,13.0,18.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,union_active_area_mm2_median,窗口内活动并集面积 (mm²),2,1,31,2,0,0,11.5,11.5,10.0,13.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,peak_active_area_mm2_median,峰值活动面积 (mm²),2,1,31,2,0,0,2.5,2.5,1.0,4.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,native_spatial_rms_mm_median,累计活动空间离散度 (mm),2,1,31,2,0,0,0.06761128603773425,0.06761128603773425,0.06728652209292552,0.06793604998254299,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TA,peak_largest_component_fraction_median,峰值最大连通域活动份额,2,1,31,2,0,0,0.03323679289327219,0.03323679289327219,0.032870494791697014,0.03360309099484737,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,SCL_upper_participation,SCL9/8 参与概率,2,1,108,2,0,0,0.016636141636141633,0.016636141636141633,0.011904761904761862,0.021367521367521403,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,ICL_contact_participation,ICL 平均参与概率,2,1,108,2,0,0,0.0011100011100011464,0.0011100011100011464,0.0007770007770008247,0.0014430014430014682,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,both_rods,两杆共同参与概率,2,1,108,0,0,2,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,participation_mae,通道参与概率误差,2,1,108,2,0,0,0.0030321530321530676,0.0030321530321530676,0.002645502645502673,0.003418803418803462,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,pair_order_probability_mae,成对顺序概率误差,2,1,108,0,2,0,-0.03828931108363723,-0.03828931108363723,-0.05183354779318122,-0.024745074374093234,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),2,1,108,0,2,0,-0.22095586590717176,-0.22095586590717176,-0.34144058119773035,-0.10047115061661316,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,local_width_ms_median,接触点局部宽度 (ms),2,1,108,0,0,2,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),2,1,108,0,0,2,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,B_minus_A_t10_ms_median,右−左核 t10 (ms),2,1,108,0,2,0,-2.2969701349206844,-2.2969701349206844,-2.4551687760258574,-2.1387714938155113,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,first_10pct_mass_core_share_median,早期10%活动的核内份额,2,1,108,2,0,0,0.001583601209390495,0.001583601209390495,0.00048394602100926276,0.002683256397771727,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,peak_active_components_median,峰值并行连通域数,2,1,108,0,0,2,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,n,本类合格事件数,2,1,108,0,2,0,-5.0,-5.0,-9.0,-1.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,union_active_area_mm2_median,窗口内活动并集面积 (mm²),2,1,108,2,0,0,1.0,1.0,1.0,1.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,peak_active_area_mm2_median,峰值活动面积 (mm²),2,1,108,0,0,2,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,native_spatial_rms_mm_median,累计活动空间离散度 (mm),2,1,108,2,0,0,0.005623060775535205,0.005623060775535205,0.001904061113389588,0.009342060437680821,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__ellipse4__EI_same_core_scale_0.75__y_plus10,椭圆4:1｜离核EE×1，同核EI×0.75｜y_plus10,up3__ellipse4__EI_same_core_scale_0.75,TB,peak_largest_component_fraction_median,峰值最大连通域活动份额,2,1,108,2,0,0,0.003196343304495586,0.003196343304495586,0.0006906130796849874,0.005702073529306184,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,SCL_upper_participation,SCL9/8 参与概率,6,3,130,4,2,0,0.02092185145325935,0.032266120569333534,-0.11683467741935472,0.1788160469667318,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,ICL_contact_participation,ICL 平均参与概率,6,3,130,6,0,0,0.013844889449167822,0.017223594284149712,0.0006226650062266526,0.02544856459330147,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,both_rods,两杆共同参与概率,6,3,130,0,0,6,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,participation_mae,通道参与概率误差,6,3,130,3,3,0,0.0035055006921880932,-0.005619582145758181,-0.026758800770261548,0.044099462365591424,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,pair_order_probability_mae,成对顺序概率误差,6,3,130,0,6,0,-0.08079726751442264,-0.06547338923368312,-0.16846012996420778,-0.05281086831799342,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),6,3,130,1,5,0,-12.578774626308586,-4.519343565661984,-38.926598851607196,1.6811869796665633,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,local_width_ms_median,接触点局部宽度 (ms),6,3,130,0,1,5,-0.16666666666666666,0.0,-1.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),6,3,130,0,5,1,-9.166666666666666,-2.5,-30.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,B_minus_A_t10_ms_median,右−左核 t10 (ms),6,3,130,5,1,0,15.856093877423746,10.154331532845163,-8.296506931010299,63.548794284108226,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,first_10pct_mass_core_share_median,早期10%活动的核内份额,6,3,130,6,0,0,0.010829813472822594,0.011049693747828528,0.005241048784444882,0.017013339503737568,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,peak_active_components_median,峰值并行连通域数,6,3,130,0,0,6,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,n,本类合格事件数,6,3,130,4,1,1,4.5,6.5,-6.0,12.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,union_active_area_mm2_median,窗口内活动并集面积 (mm²),6,3,130,3,1,2,4.083333333333333,1.25,-1.0,14.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,peak_active_area_mm2_median,峰值活动面积 (mm²),6,3,130,6,0,0,5.333333333333333,4.75,1.0,10.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,native_spatial_rms_mm_median,累计活动空间离散度 (mm),6,3,130,2,4,0,-0.017398960875310305,-0.020430809135171923,-0.08210933216622163,0.05060883575591202,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,ALL,peak_largest_component_fraction_median,峰值最大连通域活动份额,6,3,130,2,4,0,-0.0027619469100949403,-0.004771646907121396,-0.02834519917234879,0.02463021299011703,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,TA,SCL_upper_participation,SCL9/8 参与概率,6,3,34,3,3,0,0.04474173398313882,0.011330045354171592,-0.17385057471264365,0.31638359569179786,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,TA,ICL_contact_participation,ICL 平均参与概率,6,3,34,6,0,0,0.04168411050537476,0.05040384452149155,0.001280409731113985,0.08314821584230803,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,TA,both_rods,两杆共同参与概率,6,3,34,0,0,6,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,TA,participation_mae,通道参与概率误差,6,3,34,2,4,0,-0.02265168309737708,-0.039150983619825205,-0.06984225177853393,0.029946595888028893,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,TA,pair_order_probability_mae,成对顺序概率误差,6,3,34,0,6,0,-0.0307594923468715,-0.03423409781462476,-0.0454868767082591,-0.00437871244260124,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,TA,SCL_minus_ICL_lag_median_ms,SCL−ICL 质心时差 (ms),6,3,34,5,1,0,-0.2007923337722938,2.8100478044279953,-15.026844608524698,4.0741098327143845,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,TA,local_width_ms_median,接触点局部宽度 (ms),6,3,34,0,0,6,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,TA,recruitment_span_ms_median,跨接触点 t10 跨度 (ms),6,3,34,0,2,4,-2.0,0.0,-10.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,TA,B_minus_A_t10_ms_median,右−左核 t10 (ms),6,3,34,3,3,0,0.30003935631699125,-0.12625623763699423,-1.396538811728533,2.222740744380644,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,TA,first_10pct_mass_core_share_median,早期10%活动的核内份额,6,3,34,6,0,0,0.019259960296992576,0.015970211977889996,0.013344061205609783,0.02964011339324138,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,TA,peak_active_components_median,峰值并行连通域数,6,3,34,0,0,6,0.0,0.0,0.0,0.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,TA,n,本类合格事件数,6,3,34,5,1,0,9.333333333333334,9.0,-3.0,23.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,TA,union_active_area_mm2_median,窗口内活动并集面积 (mm²),6,3,34,4,2,0,13.583333333333334,16.75,-3.0,29.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
up3__circle__EE_core_to_out_scale_1.25__x_minus075,圆核｜离核EE×1.25，同核EI×1｜x_minus075,up3__circle__EE_core_to_out_scale_1.25,TA,peak_active_area_mm2_median,峰值活动面积 (mm²),6,3,34,6,0,0,5.25,5.0,2.0,9.0,descriptive paired effects; events not independent network replicates; direction consistency is not significance
